"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"HIV_0000000006","PUBLISHED","2001","AFR","MDG"," 1 500 [1 000- 4 300]","1500","1000","4300",""
"HIV_0000000006","PUBLISHED","2001","WPR","MNG","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2001","AFR","MOZ","46 000 [40 000-54 000]","46000","40000","54000",""
"HIV_0000000006","PUBLISHED","2001","AFR","MRT","<1000 [<500- 1 600]","","","1600",""
"HIV_0000000006","PUBLISHED","2001","AFR","MUS","<500 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2001","AFR","NGA","150 000 [110 000-190 000]","150000","110000","190000",""
"HIV_0000000006","PUBLISHED","2001","AMR","NIC","<200 [<100- 1 100]","","","1100",""
"HIV_0000000006","PUBLISHED","2001","EUR","NLD","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2001","EUR","NOR","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2001","AMR","PAN"," 2 100 [1 300- 3 400]","2100","1300","3400",""
"HIV_0000000006","PUBLISHED","2001","AMR","PER"," 6 800 [3 800-12 000]","6800","3800","12000",""
"HIV_0000000006","PUBLISHED","2001","WPR","PHL","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2001","WPR","PNG"," 1 600 [<1000- 2 500]","1600","","2500",""
"HIV_0000000006","PUBLISHED","2001","EUR","POL","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2001","EUR","RUS","? [14 000-31 000]","0","14000","31000",""
"HIV_0000000006","PUBLISHED","2001","AFR","RWA","21 000 [18 000-25 000]","21000","18000","25000",""
"HIV_0000000006","PUBLISHED","2001","EMR","SDN"," 6 000 [4 000- 8 400]","6000","4000","8400",""
"HIV_0000000006","PUBLISHED","2001","AFR","SEN"," 1 400 [<1000- 2 000]","1400","","2000",""
"HIV_0000000006","PUBLISHED","2001","EUR","SRB","<500 [<100-<500]","","","",""
"HIV_0000000006","PUBLISHED","2001","EMR","SSD","?","0","","",""
"HIV_0000000006","PUBLISHED","2001","AFR","STP","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2001","AMR","SUR","<1000 [<1000- 1 100]","","","1100",""
"HIV_0000000006","PUBLISHED","2001","AFR","TCD","13 000 [9 800-19 000]","13000","9800","19000",""
"HIV_0000000006","PUBLISHED","2001","AFR","TGO"," 8 100 [6 100-10 000]","8100","6100","10000",""
"HIV_0000000006","PUBLISHED","2001","SEAR","THA","62 000 [54 000-74 000]","62000","54000","74000",""
"HIV_0000000006","PUBLISHED","2001","EUR","TJK","<500 [<100-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2001","AMR","TTO","<1000 [<1000-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2001","EUR","UKR"," 9 000 [6 500-18 000]","9000","6500","18000",""
"HIV_0000000006","PUBLISHED","2001","AMR","URY","<500 [<100- 1 800]","","","1800",""
"HIV_0000000006","PUBLISHED","2001","AMR","USA","20 000 [15 000-26 000]","20000","15000","26000",""
"HIV_0000000006","PUBLISHED","2001","EUR","UZB","?","0","","",""
"HIV_0000000006","PUBLISHED","2001","AFR","ZMB","72 000 [66 000-79 000]","72000","66000","79000",""
"HIV_0000000006","PUBLISHED","2001","AFR","ZWE","150 000 [140 000-170 000]","150000","140000","170000",""
"HIV_0000000006","PUBLISHED","2006","EMR","AFG","<500 [<200-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","AGO","12 000 [8 900-19 000]","12000","8900","19000",""
"HIV_0000000006","PUBLISHED","2006","AFR","BDI","11 000 [9 300-13 000]","11000","9300","13000",""
"HIV_0000000006","PUBLISHED","2006","EUR","BEL","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","BEN"," 4 700 [3 700- 5 900]","4700","3700","5900",""
"HIV_0000000006","PUBLISHED","2006","AFR","BFA","11 000 [9 600-14 000]","11000","9600","14000",""
"HIV_0000000006","PUBLISHED","2006","AMR","BLZ","<500 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","BOL"," 2 100 [1 400- 3 100]","2100","1400","3100",""
"HIV_0000000006","PUBLISHED","2006","AMR","BRA","12 000 [8 300-17 000]","12000","8300","17000",""
"HIV_0000000006","PUBLISHED","2006","AMR","BRB","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","CHE","<100 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","CHL","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","WPR","CHN","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","CIV","43 000 [38 000-47 000]","43000","38000","47000",""
"HIV_0000000006","PUBLISHED","2006","AFR","CPV","<500 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","CRI","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","CUB","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","CZE","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","DZA","? [<1000- 1 000]","0","","1000",""
"HIV_0000000006","PUBLISHED","2006","AMR","ECU"," 2 600 [<1000- 6 100]","2600","","6100",""
"HIV_0000000006","PUBLISHED","2006","EMR","EGY","<1000 [<500- 1 900]","","","1900",""
"HIV_0000000006","PUBLISHED","2006","AFR","ERI"," 2 000 [1 200- 4 100]","2000","1200","4100",""
"HIV_0000000006","PUBLISHED","2006","WPR","FJI","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","FRA"," 1 200 [1 000- 1 500]","1200","1000","1500",""
"HIV_0000000006","PUBLISHED","2006","AFR","GAB"," 2 400 [1 300- 4 000]","2400","1300","4000",""
"HIV_0000000006","PUBLISHED","2006","EUR","GBR","<500 [<500-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","GNQ","<1000 [<1000-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","GRC","<500 [<500-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","GTM"," 2 100 [<500- 6 200]","2100","","6200",""
"HIV_0000000006","PUBLISHED","2006","AMR","GUY","<500 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2006","SEAR","IDN"," 3 300 [1 600- 5 600]","3300","1600","5600",""
"HIV_0000000006","PUBLISHED","2006","SEAR","IND","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","IRL","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EMR","IRN"," 6 400 [5 500- 7 300]","6400","5500","7300",""
"HIV_0000000006","PUBLISHED","2006","WPR","JPN","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","KAZ","<1000 [<1000- 1 300]","","","1300",""
"HIV_0000000006","PUBLISHED","2006","AFR","KEN","120 000 [110 000-130 000]","120000","110000","130000",""
"HIV_0000000006","PUBLISHED","2006","EUR","KGZ","<100 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2006","WPR","KHM"," 4 800 [2 800- 7 900]","4800","2800","7900",""
"HIV_0000000006","PUBLISHED","2006","SEAR","LKA","<200 [<200- 6 200]","","","6200",""
"HIV_0000000006","PUBLISHED","2006","AFR","LSO","22 000 [20 000-24 000]","22000","20000","24000",""
"HIV_0000000006","PUBLISHED","2006","EUR","LTU","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","LUX","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","SEAR","MDV","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","MEX"," 6 600 [5 000- 9 000]","6600","5000","9000",""
"HIV_0000000006","PUBLISHED","2006","AFR","MLI"," 9 900 [7 800-12 000]","9900","7800","12000",""
"HIV_0000000006","PUBLISHED","2006","EUR","MLT","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","MUS","<1000 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","MWI","75 000 [68 000-82 000]","75000","68000","82000",""
"HIV_0000000006","PUBLISHED","2006","WPR","MYS"," 6 000 [3 800- 8 500]","6000","3800","8500",""
"HIV_0000000006","PUBLISHED","2006","AFR","NAM","12 000 [8 900-16 000]","12000","8900","16000",""
"HIV_0000000006","PUBLISHED","2006","AFR","NER"," 4 300 [3 700- 5 000]","4300","3700","5000",""
"HIV_0000000006","PUBLISHED","2006","SEAR","NPL"," 4 200 [2 700- 7 700]","4200","2700","7700",""
"HIV_0000000006","PUBLISHED","2006","WPR","NZL","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EMR","OMN","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","EMR","PAK"," 1 500 [1 000- 2 400]","1500","1000","2400",""
"HIV_0000000006","PUBLISHED","2006","EUR","POL","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","SEAR","PRK","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","PRT","<500 [<500-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AMR","PRY","?","0","","",""
"HIV_0000000006","PUBLISHED","2006","WPR","SGP","<200 [<100-<500]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","SLE"," 2 200 [1 700- 3 100]","2200","1700","3100",""
"HIV_0000000006","PUBLISHED","2006","AMR","SLV","<500 [<200- 1 200]","","","1200",""
"HIV_0000000006","PUBLISHED","2006","EMR","SOM"," 3 100 [2 100- 4 400]","3100","2100","4400",""
"HIV_0000000006","PUBLISHED","2006","EUR","SVK","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","SVN","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","SWE","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","SWZ"," 9 800 [9 000-11 000]","9800","9000","11000",""
"HIV_0000000006","PUBLISHED","2006","AMR","TTO","<1000 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2006","EMR","TUN","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2006","EUR","TUR","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2006","AFR","TZA","130 000 [120 000-140 000]","130000","120000","140000",""
"HIV_0000000006","PUBLISHED","2006","AMR","VEN"," 2 700 [<1000- 8 500]","2700","","8500",""
"HIV_0000000006","PUBLISHED","2006","WPR","VNM","10 000 [8 300-13 000]","10000","8300","13000",""
"HIV_0000000006","PUBLISHED","2006","EMR","YEM"," 1 100 [<1000- 1 500]","1100","","1500",""
"HIV_0000000006","PUBLISHED","2006","AFR","ZAF","390 000 [360 000-430 000]","390000","360000","430000",""
"HIV_0000000006","PUBLISHED","2011","AMR","BRB","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","LTU","<100 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","EMR","TUN","<100 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","CZE","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","WPR","SGP","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","SUR","<500 [<200-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","SRB","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","ARM","<500 [<200-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","GEO","<200 [<100-<500]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","TUR","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","EMR","AFG","<500 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","DNK","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","NIC","<500 [<100-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","SEAR","BGD","<500 [<200- 1 400]","","","1400",""
"HIV_0000000006","PUBLISHED","2011","EUR","IRL","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","WPR","JPN","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","EMR","DJI","<1000 [<1000- 1 100]","","","1100",""
"HIV_0000000006","PUBLISHED","2011","EMR","EGY","<1000 [<500- 1 800]","","","1800",""
"HIV_0000000006","PUBLISHED","2011","EUR","EST","<500 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","SEAR","MDV","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","ISL","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","MLT","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","AFR","COM","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","WPR","FJI","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","SVK","<100 [<100-<100]","","","",""
"HIV_0000000006","PUBLISHED","2011","SEAR","PRK","?","0","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","RUS","? [38 000-78 000]","0","38000","78000",""
"HIV_0000000006","PUBLISHED","2011","EUR","UZB","?","0","","",""
"HIV_0000000006","PUBLISHED","2011","AFR","ZWE","58 000 [53 000-65 000]","58000","53000","65000",""
"HIV_0000000006","PUBLISHED","2011","AFR","KEN","62 000 [55 000-69 000]","62000","55000","69000",""
"HIV_0000000006","PUBLISHED","2011","WPR","LAO","<500 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","GRC","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","TJK","<1000 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","AFR","MLI"," 6 600 [4 500- 9 100]","6600","4500","9100",""
"HIV_0000000006","PUBLISHED","2011","AMR","PRY","?","0","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","TTO","<1000 [<1000-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EMR","PAK"," 4 800 [2 900- 8 500]","4800","2900","8500",""
"HIV_0000000006","PUBLISHED","2011","AFR","CAF","10 000 [7 500-13 000]","10000","7500","13000",""
"HIV_0000000006","PUBLISHED","2011","EUR","ESP","<1000 [<1000-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","ITA","<1000 [<1000-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","COL"," 9 700 [5 600-15 000]","9700","5600","15000",""
"HIV_0000000006","PUBLISHED","2011","EMR","SSD","11 000 [7 500-16 000]","11000","7500","16000",""
"HIV_0000000006","PUBLISHED","2011","EUR","AUT","<100 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","PAN"," 1 200 [<500- 3 900]","1200","","3900",""
"HIV_0000000006","PUBLISHED","2011","AMR","MEX"," 4 900 [3 400- 7 100]","4900","3400","7100",""
"HIV_0000000006","PUBLISHED","2011","EUR","KAZ"," 1 200 [<1000- 1 700]","1200","","1700",""
"HIV_0000000006","PUBLISHED","2011","WPR","PHL","<500 [<500-<1000]","","","",""
"HIV_0000000006","PUBLISHED","2011","EUR","CHE","<200 [<100-<200]","","","",""
"HIV_0000000006","PUBLISHED","2011","AFR","GNQ","<1000 [<1000- 1 200]","","","1200",""
"HIV_0000000006","PUBLISHED","2011","AFR","RWA"," 6 400 [4 600- 8 000]","6400","4600","8000",""
"HIV_0000000006","PUBLISHED","2011","AFR","TCD","12 000 [9 900-15 000]","12000","9900","15000",""
"HIV_0000000006","PUBLISHED","2011","EUR","UKR","22 000 [16 000-30 000]","22000","16000","30000",""
"HIV_0000000006","PUBLISHED","2011","AFR","GHA","15 000 [12 000-19 000]","15000","12000","19000",""
"HIV_0000000006","PUBLISHED","2011","AFR","AGO","12 000 [7 200-19 000]","12000","7200","19000",""
"HIV_0000000006","PUBLISHED","2011","AMR","SLV","<500 [<200- 1 500]","","","1500",""
"HIV_0000000006","PUBLISHED","2011","WPR","PNG"," 1 100 [<1000- 1 700]","1100","","1700",""
"HIV_0000000006","PUBLISHED","2011","AFR","NGA","210 000 [190 000-240 000]","210000","190000","240000",""
"HIV_0000000006","PUBLISHED","2011","AMR","JAM"," 1 600 [1 000- 2 500]","1600","1000","2500",""
"HIV_0000000006","PUBLISHED","2011","AFR","BWA"," 4 200 [3 400- 5 600]","4200","3400","5600",""
"HIV_0000000006","PUBLISHED","2011","EUR","POL","<200 [<200-<500]","","","",""
"HIV_0000000006","PUBLISHED","2011","AMR","ECU"," 2 000 [<1000- 6 900]","2000","","6900",""
"HIV_0000000006","PUBLISHED","2011","EMR","SOM"," 3 100 [2 100- 4 300]","3100","2100","4300",""
"HIV_0000000006","PUBLISHED","2011","AFR","CIV","23 000 [20 000-26 000]","23000","20000","26000",""
"HIV_0000000006","PUBLISHED","2011","SEAR","NPL"," 4 600 [3 000- 9 400]","4600","3000","9400",""
"HIV_0000000006","PUBLISHED","2011","AFR","SLE"," 2 600 [2 100- 3 300]","2600","2100","3300",""
"HIV_0000000006","PUBLISHED","2011","AMR","BRA","15 000 [12 000-20 000]","15000","12000","20000",""
"HIV_0000000006","PUBLISHED","2011","SEAR","THA","23 000 [20 000-28 000]","23000","20000","28000",""
"HIV_0000000006","PUBLISHED","2011","AFR","BEN"," 2 800 [2 100- 3 400]","2800","2100","3400",""
"HIV_0000000006","PUBLISHED","2011","AMR","GTM"," 2 500 [<500-13 000]","2500","","13000",""
"HIV_0000000006","PUBLISHED","2011","AFR","NER"," 4 000 [3 300- 4 800]","4000","3300","4800",""
"HIV_0000000006","PUBLISHED","2011","EMR","SDN"," 5 600 [4 500- 6 900]","5600","4500","6900",""
"HIV_0000000006","PUBLISHED","2011","AFR","ETH","54 000 [46 000-63 000]","54000","46000","63000",""
"HIV_0000000006","PUBLISHED","2011","AFR","BDI"," 5 800 [5 000- 6 900]","5800","5000","6900",""
"HIV_0000000006","PUBLISHED","2011","WPR","MYS"," 5 900 [4 200- 7 800]","5900","4200","7800",""
"HIV_0000000006","PUBLISHED","2011","AFR","COG"," 4 600 [3 900- 5 500]","4600","3900","5500",""
"HIV_0000000006","PUBLISHED","2011","EMR","IRN"," 8 300 [7 300- 9 500]","8300","7300","9500",""
"HIV_0000000006","PUBLISHED","2011","AFR","ZMB","31 000 [27 000-37 000]","31000","27000","37000",""
"HIV_0000000006","PUBLISHED","2011","AMR","VEN"," 2 900 [<1000- 9 600]","2900","","9600",""

