"WASHINGTON UNIVERSITY, THE",162500.00,NASA
CALIFORNIA INSTITUTE OF TECHNOLOGY,50000.00,NASA
UNIVERSITY OF TEXAS AT AUSTIN,65071.00,NSF
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,47468.00,NSF
"UNIVERSITY OF CALIFORNIA, IRVINE",169999.00,NSF
UNIVERSITY OF TEXAS AT DALLAS,30000.00,NSF
TEXAS TECH UNIVERSITY SYSTEM,53336.03,NSF
CLEMSON UNIVERSITY,49770.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",170000.00,NSF
RENSSELAER POLYTECHNIC INSTITUTE,179741.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",43200.00,NSF
UNIVERSITY OF CONNECTICUT,18291.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",499077.00,NSF
CLARISOND INC,150000.00,NSF
"HEALTHMYNE, INC.",150000.00,NSF
"EXTEND BIOPHARMA, INC.",149499.00,NSF
CLEMSON UNIVERSITY,50000.00,NSF
NASCENT DEVICES LLC,224963.00,NSF
"GLIIMPSE, LLC",149818.00,NSF
SYRACUSE UNIVERSITY,41690.00,NSF
PHYTOPTION LLC,225000.00,NSF
"C-CRETE TECHNOLOGIES, LLC",224995.00,NSF
FLUONIC INC.,150000.00,NSF
LEHIGH UNIVERSITY,50000.00,NSF
CLAREMONT MCKENNA COLLEGE,450000.00,NSF
UNIVERSITY OF ARIZONA,50000.00,NSF
3D BIOTEK LLC,225000.00,NSF
TEXAS A & M UNIVERSITY,10111.55,NSF
UNIVERSITY OF MASSACHUSETTS,50000.00,NSF
UNIVERSITY OF SOUTH CAROLINA,50000.00,NSF
"PRESCIENT SURGICAL, INC.",150000.00,NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY,300000.00,NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,101911.00,NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,326463.00,NSF
"FLORIDA STATE UNIVERSITY, THE",50000.00,NSF
SOMMER MATERIALS RESEARCH INC,149953.00,NSF
ENERGYENE,224202.00,NSF
GENCORE SYSTEMS LLC,150000.00,NSF
MULTIMODEL RESEARCH LLC,150000.00,NSF
HUMANVEST.CO INC.,150000.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,250087.00,NASA
UNIVERSITY OF ARIZONA,144999.00,NASA
ARIZONA STATE UNIVERSITY,87221.00,NASA
,86000.00,NSF
UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,22290.24,NSF
UNIVERSITY OF ALABAMA,58362.51,NSF
"NORTHWEST RESEARCH ASSOCIATES, INC.",611595.00,NSF
UNIVERSITY OF NEW MEXICO,49388.00,NSF
UNIVERSITY OF MIAMI,100000.00,NSF
CATHOLIC UNIVERSITY OF AMERICA (THE),29470.00,NSF
UNIVERSITY OF OKLAHOMA,31000.00,NSF
GEORGIA TECH RESEARCH CORPORATION,241234.00,NSF
PURDUE UNIVERSITY,49933.00,NSF
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",17500.00,NSF
ACELOT,150000.00,NSF
AVENTUSOFT L.L.C.,150000.00,NSF
UNIVERSITY OF WISCONSIN SYSTEM,374922.00,NSF
"ARGIL, INC",150000.00,NSF
KENT STATE UNIVERSITY,45000.00,NSF
UNIVERSITY OF WEST GEORGIA,19620.00,NSF
"VANDERBILT UNIVERSITY, THE",43000.00,NSF
GORDON RESEARCH CONFERENCES INC,10000.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",35272.00,NSF
CLEMSON UNIVERSITY,23175.00,NSF
UNIVERSITY OF RICHMOND,47000.00,NSF
KANSAS STATE UNIVERSITY,50000.00,NSF
YALE UNIVERSITY,94504.00,NSF
UNIVERSITY OF TENNESSEE,24480.00,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,239276.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,40000.00,NSF
UNIVERSITY OF MASSACHUSETTS,171723.00,NSF
"OPTICAL SOCIETY OF AMERICA, INCORPORATED THE",10000.00,NSF
UNIVERSITY OF CONNECTICUT,149738.58,NSF
WORCESTER POLYTECHNIC INSTITUTE,84691.14,NSF
SMITHSONIAN INSTITUTION,360000.00,NSF
GEORGIA TECH RESEARCH CORPORATION,122444.00,NSF
UNIVERSITY OF ALABAMA,140901.20,NSF
OREGON STATE UNIVERSITY,105540.12,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,170000.00,NSF
"VANDERBILT UNIVERSITY, THE",291119.00,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,442119.20,NSF
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",61419.91,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,252726.00,NSF
NORTH CAROLINA STATE UNIVERSITY,197667.06,NSF
MATERIALS RESEARCH SOCIETY,3000.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",400000.00,NSF
LAKE FOREST COLLEGE,100000.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",348473.30,NSF
GEORGIA TECH RESEARCH CORPORATION,362771.00,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,170000.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,23850.00,NSF
CARNEGIE MELLON UNIVERSITY,15000.00,NSF
"TRUSTEES OF PRINCETON UNIVERSITY, THE",218506.00,NASA
SAN DIEGO STATE UNIVERSTIY FOUNDATION,75000.00,NASA
UNIVERSITY OF ILLINOIS,157504.00,NSF
UNIVERSITY OF MARYLAND,412418.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",212981.00,NSF
COLORADO STATE UNIVERSITY,222351.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,400000.00,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,82525.61,NSF
NORTHWESTERN UNIVERSITY,400000.00,NSF
"TRUSTEES OF PRINCETON UNIVERSITY, THE",120892.00,NSF
UNIVERSITY OF MARYLAND,400000.00,NSF
"VANDERBILT UNIVERSITY, THE",44818.27,NASA
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",459053.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",371381.00,NSF
AUBURN UNIVERSITY,12000.00,NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,400000.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,447950.00,NSF
YALE UNIVERSITY,244150.00,NSF
"JOHNS HOPKINS UNIVERSITY, THE",223064.00,NASA
SPACE SCIENCE INSTITUTE,105940.00,NASA
SOUTHWEST RESEARCH INSTITUTE,150310.00,NASA
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",110000.00,NASA
UNIVERSITY OF NORTH TEXAS,39887.00,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,369771.00,NSF
"ATMOSPHERIC AND ENVIRONMENTAL RESEARCH, INC.",243449.00,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,50000.00,NSF
"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",87496.00,NSF
NEW JERSEY INSTITUTE OF TECHNOLOGY,50000.00,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,50000.00,NSF
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",118481.72,NSF
TENNESSEE TECHNOLOGICAL UNIVERSITY,50000.00,NSF
RENSSELAER POLYTECHNIC INSTITUTE,50000.00,NSF
NEW MEXICO STATE UNIVERSITY,23085.57,NSF
ARIZONA STATE UNIVERSITY,50000.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,103178.00,NASA
"TRUSTEES OF PRINCETON UNIVERSITY, THE",162295.00,NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,30000.00,NSF
UNIVERSITY OF ARIZONA,121481.00,NSF
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",440000.00,NSF
PURDUE UNIVERSITY,408025.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",400000.00,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,226419.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",184000.00,NASA
"JOHNS HOPKINS UNIVERSITY, THE",100000.00,NASA
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",468071.00,NSF
UNIVERSITY OF SOUTH FLORIDA,400000.00,NSF
NORTH CAROLINA STATE UNIVERSITY,92479.00,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,672570.10,NSF
UNIVERSITY OF WYOMING,28001.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",200000.00,NSF
UNIVERSITY OF HOUSTON SYSTEM,157008.00,NSF
UNIVERSITY OF CONNECTICUT,15054.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",248882.00,NASA
UNIVERSITY OF WASHINGTON,205359.00,NASA
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",169739.00,NASA
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,88832.00,NASA
UNIVERSITY OF MIAMI,164401.00,NASA
TEXAS A & M UNIVERSITY,74209.00,NSF
KETTERING UNIVERSITY,7500.00,NSF
UNIVERSITY OF SOUTH CAROLINA,10020.00,NSF
"CORNELL UNIVERSITY, INC",33375.00,NSF
UNIVERSITY CORPORATION FOR ADVANCED INTERNET DEVELOPMENT,1318058.00,NSF
UNIVERSITY OF NEBRASKA,43980.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",127847.00,NSF
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",250000.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",300000.00,NSF
UNIVERSITY OF FLORIDA,7500.00,NSF
WESTERN WASHINGTON UNIVERSITY,25951.00,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,145697.31,NSF
NORTHEASTERN UNIVERSITY,50000.00,NASA
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,300000.00,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,262197.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,50000.00,NSF
MIAMI UNIVERSITY,140000.00,NSF
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",220000.00,NSF
NEW YORK UNIVERSITY,300000.00,NSF
"POLYK TECHNOLOGIES, LLC",225000.00,NSF
PURDUE UNIVERSITY,254048.00,NASA
G & A TECHNICAL SOFTWARE INC,54649.00,NASA
NOVOREACH TECHNOLOGIES LLC,150000.00,NSF
AGRICULTURAL AND ENVIRONMENTAL GEOGRAPHIC INFORMATION SYSTEMS,224868.00,NSF
"COLLINS, JOHN",150000.00,NSF
"KALOS TECHNOLOGIES, INC",149967.00,NSF
"ELCRITON, INC.",225000.00,NSF
LAMPROGEN INC,150000.00,NSF
SYNTOUCH,149808.00,NSF
LIGHTOPTECH CORP.,225000.00,NSF
"QUANTUM SEED, LLC",149960.00,NSF
"ENGENIUSMICRO, LLC",224999.00,NSF
FOREST VUE RESEARCH LLC,148606.00,NSF
ASCENT BIO-NANO TECHNOLOGIES INC,225000.00,NSF
GATE FUELS,225000.00,NSF
DOUBLE HELIX LLC,150000.00,NSF
"ZYMTRONIX CATALYTIC SYSTEMS, INC.",150000.00,NSF
"HYBRIDASOL, LLC",150000.00,NSF
"SALGOMED, INC.",225000.00,NSF
"PRECISION POLYOLEFINS, LLC",150000.00,NSF
BOSTON ELECTROMETALLURGICAL INC,150000.00,NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,401315.00,NSF
UNIVERSITY OF WISCONSIN SYSTEM,139015.00,NASA
UNIVERSITY OF MIAMI,10000.00,NSF
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",306276.00,NSF
"UNIVERSITY OF NEVADA, RENO",116570.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",161000.00,NSF
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,270000.00,NSF
UNIVERSITY OF ARIZONA,246246.00,NSF
TRUSTEES OF TUFTS COLLEGE INC,34933.00,NSF
UNIVERSITY OF SOUTH CAROLINA,250000.00,NASA
"UNIVERSITY OF UTAH, THE",221019.00,NASA
MICHIGAN TECHNOLOGICAL UNIVERSITY,250000.00,NASA
"JOHNS HOPKINS UNIVERSITY, THE",247846.00,NASA
UNIVERSITY OF MARYLAND,100685.00,NASA
"PENNSYLVANIA STATE UNIVERSITY, THE",97000.00,NASA
AUBURN UNIVERSITY,23791.00,NASA
UNIVERSITY OF WASHINGTON,144454.00,NASA
UNIVERSITY OF MONTANA SYSTEM,212137.00,NASA
MAXQ RESEARCH LLC,149999.00,NSF
UNIVERSITY OF ARIZONA,136030.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",40000.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",120322.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",299999.00,NSF
TRUSTEES OF THE COLORADO SCHOOL OF MINES,49799.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",15000.00,NSF
NORTH CAROLINA STATE UNIVERSITY,657849.00,NSF
"TIETRONIX SOFTWARE, INC",224497.00,NSF
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",113517.00,NSF
UNIVERSITY OF CALIFORNIA MERCED,110000.00,NSF
UNIVERSITY OF MARYLAND,40545.00,NASA
,86000.00,NSF
"WAVE TECH, LLC",150000.00,NSF
"LYGOS, INC.",150000.00,NSF
"UNIVERSITY OF CHICAGO, THE",38268.00,NSF
"UNIVERSITY OF CHICAGO, THE",331464.00,NSF
"OPTIENZ SENSORS, LLC",150000.00,NSF
GEORGIA TECH RESEARCH CORPORATION,22582.00,NSF
NORTHWESTERN UNIVERSITY,25049.00,NSF
OREGON STATE UNIVERSITY,55665.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",400059.00,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,49856.00,NSF
UNIVERSITY OF MISSOURI SYSTEM,15000.00,NSF
"JOHNS HOPKINS UNIVERSITY, THE",110000.00,NASA
GEORGIA TECH RESEARCH CORPORATION,299999.00,NSF
ARCHIE MD INC.,149999.00,NSF
"CHARLES RIVER ANALYTICS, INC.",149966.00,NSF
PLAY WORKS STUDIO,150000.00,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,600000.00,NSF
NATIONAL ACADEMY OF SCIENCES,218000.00,NSF
"TIETRONIX SOFTWARE, INC",149909.00,NSF
"INHERENT GAMES, LLC",150000.00,NSF
APPRENNET LLC,150000.00,NSF
UNIVERSITY OF MISSOURI SYSTEM,219919.81,NSF
ACTIVELY LEARN INC.,150000.00,NSF
"INQUIRY TECHNOLOGIES, LLC",150000.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",21000.00,NSF
UNIVERSITY OF FLORIDA,247561.00,NASA
UNIVERSITY OF ARKANSAS SYSTEM,229501.00,NASA
"LELAND STANFORD JUNIOR UNIVERSITY, THE",59891.00,NSF
LEHIGH UNIVERSITY,258775.12,NSF
ZYANTE INC.,150000.00,NSF
VEHICLE DATA SCIENCE CORPORATION,79999.00,NSF
COLORADO STATE UNIVERSITY,60000.00,NASA
UNIVERSITY OF SOUTH CAROLINA,14620.00,NSF
"YOURLABS, LLC",150000.00,NSF
NIMBEE LLC,150000.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",50645.00,NSF
MICHIGAN STATE UNIVERSITY,455537.00,NSF
UNIVERSITY OF DELAWARE,172713.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",299823.00,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,351038.00,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,175126.40,NSF
"UNIVERSITY OF IOWA, THE",155099.00,NASA
AMERICAN SOCIETY FOR GRAVITATIONAL AND SPACE BIOLOGY,41000.00,NASA
,86000.00,NSF
,86000.00,NSF
COLORADO SEMINARY,208634.90,NSF
SOUTH CAROLINA RESEARCH FOUNDATION,0.00,NASA
UNIVERSITY OF TEXAS AT AUSTIN,231715.00,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,137060.00,NSF
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",31006.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",12311.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",0.00,NSF
UNIVERSITY OF LOUISIANA AT LAFAYETTE,100000.00,NSF
THE GEORGE WASHINGTON UNIVERSITY,216896.00,NSF
MARQUETTE UNIVERSITY,173316.00,NSF
GEORGE MASON UNIVERSITY,2000000.00,NSF
NEVADA SYSTEM OF HIGHER EDUCATION,302444.00,NSF
"GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS, INC.",100000.00,NASA
UNIVERSITY OF MISSOURI SYSTEM,7000.00,NSF
LOUISIANA STATE UNIVERSITY SYSTEM,61026.47,NSF
UNIVERSITY OF MAINE SYSTEM,16705.00,NSF
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",20000.00,NSF
"OAKWOOD UNIVERSITY, INC.",20000.00,NASA
MISSISSIPPI STATE UNIVERSITY,135528.00,NSF
UNIVERSITY OF RHODE ISLAND,184961.00,NSF
UNIVERSITY OF TEXAS AT DALLAS,247866.08,NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,361891.00,NSF
BLUE MARBLE SPACE,24460.00,NASA
KENNESAW STATE UNIVERSITY RESEARCH AND SERVICE FOUNDATION,103041.00,NSF
UNIVERSITY OF TEXAS AT AUSTIN,10000.00,NSF
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",548676.00,NSF
PRESIDENT AND BOARD OF TRUSTEES OF SANTA CLARA COLLEGE,407821.00,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,500096.00,NSF
SOUTHERN METHODIST UNIVERSITY INC,22140.64,NSF
RENSSELAER POLYTECHNIC INSTITUTE,10000.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",741522.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",12000000.00,NSF
WHATCOM COMMUNITY COLLEGE,589750.70,NSF
RENSSELAER POLYTECHNIC INSTITUTE,45000.00,NASA
"TRUSTEES OF PRINCETON UNIVERSITY, THE",3078369.00,NSF
SAINT LOUIS UNIVERSITY,10000.00,NASA
NORTH CAROLINA STATE UNIVERSITY,141243.00,NSF
TEXAS TECH UNIVERSITY SYSTEM,50000.00,NSF
UNIVERSITY OF CONNECTICUT,50000.00,NSF
"21ST CENTURY PARTNERSHIP FOR STEM EDUCATION, THE",428763.00,NSF
UNIVERSITY OF ARIZONA,261504.00,NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,469165.00,NSF
"NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION, INC.",109884.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,666412.00,NSF
"WASHINGTON UNIVERSITY, THE",250000.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",828748.00,NSF
UNIVERSITY OF ARKANSAS SYSTEM,370586.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",1047667.00,NSF
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",50000.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,50000.00,NSF
CARNEGIE MELLON UNIVERSITY,4902601.00,NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY,7125666.00,NSF
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",4000000.00,NSF
OKLAHOMA STATE UNIVERSITY,50000.00,NSF
TEXAS A & M UNIVERSITY,8524.26,NASA
UNIVERSITY OF ARIZONA,1824864.00,NSF
TRUSTEES OF INDIANA UNIVERSITY,407022.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",17321.88,NSF
"RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE",4990853.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",46075.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",509355.00,NASA
UNIVERSITY OF MARYLAND,120000.00,NASA
UNIVERSITY OF TEXAS AT AUSTIN,45000.00,NASA
"YOUR COMMUNITY FOUNDATION, INC.",5150.00,NASA
UNIVERSITIES SPACE RESEARCH ASSOCIATION,1500000.00,NASA
TEXAS A&M ENGINEERING EXPERIMENT STATION,45000.00,NASA
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,8868.38,NASA
"UNIVERSITY OF CALIFORNIA, IRVINE",75000.00,NASA
WILLIAM MARSH RICE UNIVERSITY,45000.00,NASA
CASE WESTERN RESERVE UNIVERSITY,135000.00,NASA
SAN DIEGO STATE UNIVERSTIY FOUNDATION,40000.00,NASA
COLLEGE OF THE SEQUOIAS FOUNDATION,6582.00,NASA
MORGAN STATE UNIVERSITY (INC),20000.00,NASA
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",120380.00,NASA
"CITY UNIVERSITY OF NEW YORK, THE",9133.04,NASA
NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,120000.00,NASA
RECINTO UNIVERSITARIO MAYAGUEZ,1558.50,NASA
"VANDERBILT UNIVERSITY, THE",45000.00,NASA
NAVAJO TECHNICAL COLLEGE,4635.00,NASA
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,6890.26,NASA
NORTH CAROLINA STATE UNIVERSITY,10000.00,NSF
UNIVERSITY OF NOTRE DAME DU LAC,205324.64,NSF
UNIVERSITY OF TEXAS AT AUSTIN,4981740.00,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,360628.00,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,50000.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,116141.00,NSF
UNIVERSITY OF ILLINOIS,273840.94,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,625352.00,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,50000.00,NSF
TRUSTEES OF BOSTON UNIVERSITY,50000.00,NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,49640.00,NSF
SYRACUSE UNIVERSITY,340766.00,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,50000.00,NSF
TRIANGLE COALITION FOR SCIENCE AND TECHNOLOGY EDUCATION,1730592.00,NSF
IMPACTSTORY INC.,297500.00,NSF
TRUSTEES OF INDIANA UNIVERSITY,286847.00,NSF
NATIONAL ACADEMY OF SCIENCES,99713.00,NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,700000.00,NSF
UNIVERSITY OF MASSACHUSETTS,135000.00,NASA
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",45000.00,NASA
UNIVERSITY OF TEXAS AT ARLINGTON,135000.00,NASA
WOODS HOLE OCEANOGRAPHIC INSTITUTION,135000.00,NASA
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,45000.00,NASA
YALE UNIVERSITY,45000.00,NASA
UNIVERSITY OF TEXAS AT AUSTIN,45000.00,NASA
UNIVERSITY OF SOUTHERN MISSISSIPPI,45000.00,NASA
UNIVERSITY OF ARKANSAS SYSTEM,135000.00,NASA
UNIVERSITY OF TEXAS AT AUSTIN,45000.00,NASA
UNIVERSITY OF SOUTHERN MISSISSIPPI,40000.00,NASA
WILKES UNIVERSITY,0.00,NSF
SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,49987.00,NSF
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",53964.85,NSF
UNIVERSITY OF TEXAS AT AUSTIN,390000.00,NSF
"NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION, INC.",497841.00,NASA
UNIVERSITY OF WASHINGTON,250000.00,NASA
"JOHNS HOPKINS UNIVERSITY, THE",1033447.00,NASA
GANNON UNIVERSITY,49998.00,NASA
UNIVERSITY OF CINCINNATI,45000.00,NASA
UTAH STATE UNIVERSITY,49914.00,NASA
LOYOLA UNIVERSITY OF CHICAGO,173956.00,NSF
DREXEL UNIVERSITY,299998.00,NSF
HOPE COLLEGE,399511.00,NSF
"GAMEDESK, INC.",349723.00,NSF
OREGON STATE UNIVERSITY,73164.32,NSF
UNIVERSITY OF TEXAS AT AUSTIN,733500.00,NSF
UNIVERSITY OF WASHINGTON,129438.36,NSF
UNIVERSITY OF NEBRASKA,101331.00,NSF
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,20000.00,NSF
"DORDT COLLEGE, INCORPORATED",248652.00,NSF
"OHIO STATE UNIVERSITY, THE",685063.00,NSF
UNIVERSITY OF DELAWARE,400000.00,NSF
CARNEGIE MELLON UNIVERSITY,499680.00,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,676943.00,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",184626.30,NSF
"LELAND STANFORD JUNIOR UNIVERSITY, THE",244500.00,NSF
UNIVERSITY OF ILLINOIS,300000.00,NSF
NORTH CAROLINA STATE UNIVERSITY,352831.94,NSF
SMITHSONIAN INSTITUTION,19570.00,NSF
UNIVERSITY OF MASSACHUSETTS,249999.00,NSF
NATIONAL ACADEMY OF SCIENCES,652088.00,NSF
OREGON MUSEUM OF SCIENCE AND INDUSTRY,593575.00,NSF
OREGON MUSEUM OF SCIENCE AND INDUSTRY,790066.00,NSF
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,50000.00,NSF
NATIONAL ACADEMY OF SCIENCES,90766.00,NSF
"EXPLORATORIUM, THE",977830.00,NSF
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",83234.00,NSF
UNIVERSITY OF SOUTH FLORIDA,50000.00,NSF
SOUTHWEST RESEARCH INSTITUTE,93436.00,NASA
UNIVERSITY OF ALASKA FAIRBANKS,45000.00,NASA
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,496702.00,NASA
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",45000.00,NASA
OCEAN DISCOVERY INSTITUTE,249985.00,NSF
INCORPORATED RESEARCH INSTITUTIONS FOR SEISMOLOGY,22386380.00,NSF
"UNIVERSITY OF CHICAGO, THE",89810.00,NSF
AUGSBURG COLLEGE,141763.00,NSF
UNIVERSITY OF TEXAS AT AUSTIN,50000.00,NSF
"PENNSYLVANIA STATE UNIVERSITY, THE",436634.00,NASA
"UNIVERSITY CORPORATION, THE",99456.00,NASA
APPALACHIAN STATE UNIVERSITY,149785.00,NASA
XAVIER UNIVERSITY OF LOUISIANA,500000.00,NASA
NEW YORK UNIVERSITY,75000.00,NASA
CATHOLIC UNIVERSITY OF AMERICA (THE),40170.00,NASA
"TETHERS UNLIMITED, INC.",255736.00,NASA
AMERICAN UNIVERSITY,500000.00,NASA
CARNEGIE MELLON UNIVERSITY,254180.00,NASA
"TRUSTEES OF PRINCETON UNIVERSITY, THE",22000.00,NASA
UNIVERSITY OF ILLINOIS,209370.70,NSF
"FLORIDA STATE UNIVERSITY, THE",164625.97,NSF
GEORGIA TECH RESEARCH CORPORATION,15913.00,NSF
"UNIVERSITY OF CALIFORNIA, DAVIS",30794.00,NSF
UNIVERSITY OF MISSOURI SYSTEM,25000.00,NSF
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",24910.00,NSF
TRUSTEES OF DARTMOUTH COLLEGE,82209.48,NSF
